"frameCount";"StaticqueueDensity";"currentNoOfBlobs"
"689";"15";"0"
"690";"15";"0"
"691";"15";"0"
"692";"15";"0"
"693";"15";"0"
"694";"15";"0"
"695";"15";"0"
"696";"15";"0"
"697";"15";"0"
"698";"15";"0"
"699";"15";"0"
"700";"15";"0"
"701";"15";"0"
"702";"15";"0"
"703";"15";"0"
"704";"15";"0"
"705";"15";"0"
"706";"15";"0"
"707";"15";"0"
"708";"15";"0"
"709";"15";"0"
"710";"15";"0"
"711";"15";"0"
"712";"15";"0"
"713";"15";"0"
"714";"15";"0"
"715";"15";"0"
"716";"15";"0"
"717";"15";"0"
"718";"15";"1"
"719";"15";"0"
"720";"15";"0"
"721";"15";"0"
"722";"15";"0"
"723";"15";"0"
"724";"15";"0"
"725";"15";"0"
"726";"15";"0"
"727";"15";"0"
"728";"15";"0"
"729";"15";"0"
"730";"15";"0"
"731";"15";"1"
"732";"15";"0"
"733";"15";"0"
"734";"15";"1"
"735";"15";"0"
"736";"15";"0"
"737";"15";"0"
"738";"15";"0"
"739";"15";"0"
"740";"15";"0"
"741";"15";"0"
"742";"15";"0"
"743";"15";"0"
"744";"15";"0"
"745";"15";"0"
"746";"15";"1"
"747";"15";"0"
"748";"15";"0"
"749";"15";"1"
"750";"15";"0"
"751";"15";"0"
"752";"15";"0"
"753";"15";"0"
"754";"15";"0"
"755";"15";"0"
"756";"15";"0"
"757";"15";"1"
"758";"15";"0"
"759";"15";"0"
"760";"15";"0"
"761";"15";"0"
"762";"15";"0"
"763";"15";"0"
"764";"15";"1"
"765";"15";"0"
"766";"15";"0"
"767";"15";"0"
"768";"15";"0"
"769";"15";"0"
"770";"15";"0"
"771";"15";"0"
"772";"15";"0"
"773";"15";"0"
"774";"15";"0"
"775";"15";"0"
"776";"15";"0"
"777";"15";"0"
"778";"15";"0"
"779";"15";"0"
"780";"15";"0"
"781";"15";"0"
"782";"15";"0"
"783";"15";"0"
"784";"15";"0"
"785";"15";"0"
"786";"15";"0"
"787";"15";"0"
"788";"15";"0"
"789";"15";"0"
"790";"15";"0"
"791";"15";"0"
"792";"15";"0"
"793";"15";"0"
"794";"15";"0"
"795";"15";"0"
"796";"15";"0"
"797";"15";"0"
"798";"15";"0"
"799";"15";"0"
"800";"15";"0"
"801";"15";"0"
"802";"15";"0"
"803";"15";"0"
"804";"15";"0"
"805";"15";"0"
"806";"15";"0"
"807";"15";"0"
"808";"15";"0"
"809";"15";"0"
"810";"15";"0"
"811";"15";"0"
"812";"15";"0"
"813";"15";"0"
"814";"15";"0"
"815";"15";"0"
"816";"15";"0"
"817";"15";"0"
"818";"15";"0"
"819";"15";"0"
"820";"15";"0"
"821";"15";"0"
"822";"15";"0"
"823";"15";"0"
"824";"15";"0"
"825";"15";"0"
"826";"15";"0"
"827";"14";"1"
"828";"15";"0"
"829";"14";"1"
"830";"14";"1"
"831";"15";"0"
"832";"14";"1"
"833";"14";"1"
"834";"15";"0"
"835";"15";"0"
"836";"15";"0"
"837";"15";"0"
"838";"15";"0"
"839";"15";"0"
"840";"15";"0"
"841";"15";"0"
"842";"15";"0"
"843";"15";"0"
"844";"15";"0"
"845";"15";"0"
"846";"15";"0"
"847";"15";"0"
"848";"15";"0"
"849";"15";"0"
"850";"15";"0"
"851";"15";"0"
"852";"15";"0"
"853";"15";"0"
"854";"15";"0"
"855";"15";"0"
"856";"15";"0"
"857";"14";"1"
"858";"15";"0"
"859";"14";"1"
"860";"14";"1"
"861";"15";"0"
"862";"15";"0"
"863";"15";"0"
"864";"15";"0"
"865";"15";"0"
